customer_id,monthly_charge,payment_method,total_spend_last_12m
942,75000,AutoPay,750000
943,75000,AutoPay,825000
944,120000,AutoPay,1200000
945,120000,AutoPay,1080000
946,90000,AutoPay,990000
947,50000,AutoPay,500000
948,50000,Credit Card,300000
949,120000,AutoPay,960000
950,50000,Credit Card,500000
951,120000,Credit Card,1320000
952,50000,Credit Card,600000
953,100000,Virtual Account,700000
954,115000,E-Wallet,1150000
955,120000,AutoPay,720000
956,50000,Virtual Account,400000
957,75000,AutoPay,525000
958,80000,Virtual Account,480000
959,120000,Credit Card,960000
960,145000,Virtual Account,1160000
961,50000,Virtual Account,400000
962,145000,E-Wallet,1160000
963,75000,E-Wallet,525000
964,80000,E-Wallet,880000
965,100000,E-Wallet,1000000
966,50000,Virtual Account,350000
967,120000,Virtual Account,1080000
968,160000,E-Wallet,1760000
969,50000,E-Wallet,400000
970,75000,Credit Card,450000
971,160000,Credit Card,1440000
972,180000,E-Wallet,1260000
973,75000,Virtual Account,750000
974,205000,Virtual Account,1230000
975,75000,AutoPay,750000
976,115000,AutoPay,805000
977,150000,Virtual Account,1200000
978,100000,Virtual Account,700000
979,75000,Credit Card,900000
980,75000,Virtual Account,675000
981,120000,E-Wallet,1440000
982,120000,Credit Card,1200000
983,105000,Virtual Account,630000
984,90000,E-Wallet,540000
985,90000,Credit Card,810000
986,75000,E-Wallet,900000
987,80000,Credit Card,480000
988,150000,AutoPay,1500000
989,75000,E-Wallet,900000
990,80000,AutoPay,720000
991,50000,Credit Card,350000
992,65000,AutoPay,520000
993,180000,Credit Card,1440000
994,50000,Credit Card,450000
995,50000,Credit Card,300000
996,75000,Virtual Account,675000
997,50000,AutoPay,350000
998,75000,E-Wallet,600000
999,50000,AutoPay,350000
1000,75000,AutoPay,450000
1001,75000,Virtual Account,825000
1002,105000,Credit Card,1260000
1003,105000,Virtual Account,945000
1004,220000,E-Wallet,1540000
1005,75000,AutoPay,525000
1006,50000,E-Wallet,600000
1007,50000,Credit Card,300000
1008,115000,Virtual Account,805000
1009,120000,Credit Card,720000
1010,80000,Virtual Account,800000
1011,160000,E-Wallet,1760000
1012,50000,Virtual Account,550000
1013,75000,Virtual Account,900000
1014,120000,Credit Card,840000
1015,50000,Virtual Account,550000
1016,75000,Virtual Account,675000
1017,50000,E-Wallet,300000
1018,120000,E-Wallet,1320000
1019,65000,Virtual Account,520000
1020,120000,Virtual Account,1440000
1021,80000,E-Wallet,800000
1022,120000,Credit Card,1200000
1023,75000,Credit Card,600000
1024,150000,Virtual Account,1200000
1025,90000,Virtual Account,900000
1026,180000,AutoPay,1980000
1027,50000,Virtual Account,450000
1028,50000,E-Wallet,300000
1029,100000,E-Wallet,700000
1030,65000,Virtual Account,455000
1031,50000,E-Wallet,600000
1032,180000,AutoPay,1440000
1033,220000,Credit Card,2420000
1034,75000,E-Wallet,900000
1035,195000,E-Wallet,2340000
1036,75000,E-Wallet,600000
1037,65000,E-Wallet,390000
1038,120000,E-Wallet,1080000
1039,75000,Credit Card,450000
1040,180000,AutoPay,1260000
1041,75000,Virtual Account,450000
1042,90000,Credit Card,720000
1043,75000,Credit Card,600000
1044,50000,E-Wallet,350000
1045,80000,Credit Card,640000
1046,180000,Credit Card,2160000
1047,120000,Virtual Account,960000
1048,120000,Virtual Account,1320000
1049,75000,Virtual Account,525000
1050,80000,AutoPay,560000
1051,50000,Credit Card,300000
1052,90000,AutoPay,810000
1053,90000,AutoPay,720000
1054,120000,Virtual Account,840000
1055,75000,AutoPay,450000
1056,75000,Credit Card,525000
1057,90000,Credit Card,900000
1058,50000,Virtual Account,350000
1059,75000,AutoPay,675000
1060,180000,Virtual Account,2160000
1061,90000,AutoPay,990000
1062,150000,E-Wallet,1500000
1063,75000,AutoPay,525000
1064,75000,Credit Card,450000
1065,50000,E-Wallet,350000
1066,120000,E-Wallet,720000
1067,120000,AutoPay,960000
1068,50000,Virtual Account,350000
1069,100000,Credit Card,700000
1070,90000,E-Wallet,1080000
1071,75000,AutoPay,450000
1072,180000,Credit Card,2160000
1073,75000,Credit Card,900000
1074,90000,E-Wallet,810000
1075,50000,E-Wallet,400000
1076,50000,AutoPay,500000
1077,50000,E-Wallet,350000
1078,90000,AutoPay,540000
1079,135000,AutoPay,1620000
1080,120000,Credit Card,840000
1081,50000,AutoPay,550000
1082,120000,AutoPay,1440000
1083,50000,AutoPay,350000
1084,50000,AutoPay,600000
1085,75000,E-Wallet,675000
1086,75000,Credit Card,600000
1087,50000,AutoPay,600000
1088,75000,E-Wallet,600000
1089,75000,E-Wallet,900000
1090,180000,E-Wallet,1800000
1091,50000,Credit Card,400000
1092,75000,Credit Card,900000
1093,80000,E-Wallet,720000
1094,75000,Virtual Account,450000
1095,50000,Virtual Account,400000
1096,120000,AutoPay,960000
1097,75000,E-Wallet,675000
1098,75000,AutoPay,750000
1099,115000,AutoPay,1150000
1100,50000,Credit Card,300000
1101,90000,Virtual Account,630000
1102,50000,Credit Card,500000
1103,75000,Virtual Account,750000
1104,50000,E-Wallet,600000
1105,65000,AutoPay,390000
1106,180000,Credit Card,2160000
1107,90000,Credit Card,1080000
1108,120000,E-Wallet,720000
1109,160000,Credit Card,1920000
1110,75000,Credit Card,450000
1111,50000,Virtual Account,550000
1112,50000,E-Wallet,600000
1113,90000,AutoPay,810000
1114,75000,E-Wallet,825000
1115,145000,E-Wallet,1740000
1116,180000,Virtual Account,2160000
1117,75000,AutoPay,450000
1118,50000,Virtual Account,400000
1119,75000,E-Wallet,675000
1120,120000,Credit Card,840000
1121,50000,Credit Card,300000
1122,50000,E-Wallet,450000
1123,150000,E-Wallet,1200000
1124,75000,Credit Card,525000
1125,205000,E-Wallet,1230000
1126,105000,AutoPay,1260000
1127,50000,Credit Card,350000
1128,180000,Credit Card,1260000
1129,80000,Credit Card,880000
1130,80000,AutoPay,560000
1131,90000,Virtual Account,990000
1132,50000,AutoPay,600000
1133,75000,E-Wallet,750000
1134,80000,E-Wallet,560000
1135,115000,AutoPay,1380000
1136,115000,AutoPay,1265000
1137,160000,E-Wallet,1600000
1138,120000,Credit Card,840000
1139,50000,AutoPay,550000
1140,75000,E-Wallet,900000
1141,75000,AutoPay,825000
1142,50000,Credit Card,500000
1143,120000,AutoPay,840000
1144,120000,Credit Card,840000
1145,50000,E-Wallet,300000
1146,75000,Credit Card,525000
1147,50000,AutoPay,450000
1148,115000,E-Wallet,1150000
1149,80000,Credit Card,640000
1150,220000,E-Wallet,1540000
1151,120000,Credit Card,1200000
1152,105000,E-Wallet,1260000
1153,75000,Credit Card,600000
1154,180000,AutoPay,1980000
1155,75000,AutoPay,825000
1156,50000,E-Wallet,500000
1157,100000,AutoPay,1200000
1158,120000,AutoPay,720000
1159,75000,Virtual Account,525000
1160,105000,Virtual Account,630000
1161,120000,E-Wallet,1200000
1162,150000,Credit Card,1050000
1163,195000,E-Wallet,1170000
1164,50000,E-Wallet,300000
1165,75000,Credit Card,525000
1166,120000,Virtual Account,1320000
1167,120000,E-Wallet,1200000
1168,115000,AutoPay,1265000
1169,65000,E-Wallet,780000
1170,120000,Credit Card,1080000
1171,120000,AutoPay,1320000
1172,75000,AutoPay,825000
1173,75000,AutoPay,825000
1174,50000,Virtual Account,450000
1175,50000,E-Wallet,350000
1176,90000,Virtual Account,1080000
1177,100000,Credit Card,1000000
1178,75000,E-Wallet,600000
1179,75000,AutoPay,525000
1180,75000,Credit Card,675000
1181,120000,Credit Card,1080000
1182,50000,Virtual Account,450000
1183,75000,Virtual Account,525000
1184,120000,AutoPay,1080000
1185,90000,Virtual Account,1080000
1186,220000,E-Wallet,1980000
1187,150000,Virtual Account,900000
1188,75000,Credit Card,450000
1189,180000,Credit Card,1080000
1190,50000,Virtual Account,300000
1191,50000,E-Wallet,400000
1192,75000,Credit Card,600000
1193,100000,Virtual Account,600000
1194,180000,AutoPay,1260000
1195,65000,E-Wallet,650000
1196,75000,Virtual Account,825000
1197,75000,Virtual Account,525000
1198,100000,Virtual Account,800000
1199,90000,Credit Card,990000
1200,75000,Virtual Account,900000
1201,120000,AutoPay,720000
1202,50000,Credit Card,450000
1203,120000,Credit Card,1200000
1204,90000,AutoPay,540000
1205,145000,E-Wallet,1595000
1206,120000,Credit Card,1200000
1207,50000,Virtual Account,350000
1208,115000,Credit Card,920000
1209,120000,Virtual Account,1320000
1210,75000,AutoPay,600000
1211,180000,Virtual Account,1980000
1212,105000,Credit Card,1155000
1213,50000,Virtual Account,400000
1214,75000,Virtual Account,900000
1215,180000,E-Wallet,2160000
1216,50000,AutoPay,550000
1217,135000,AutoPay,1080000
1218,150000,Credit Card,1650000
1219,75000,Virtual Account,900000
1220,80000,E-Wallet,640000
1221,120000,E-Wallet,1200000
1222,80000,AutoPay,880000
1223,120000,E-Wallet,1080000
1224,75000,Credit Card,675000
1225,75000,E-Wallet,675000
1226,120000,AutoPay,1200000
1227,115000,Virtual Account,1150000
1228,75000,E-Wallet,825000
1229,75000,AutoPay,600000
1230,115000,AutoPay,1035000
1231,100000,AutoPay,900000
1232,145000,Virtual Account,1160000
1233,75000,Credit Card,675000
1234,75000,Virtual Account,450000
1235,75000,Credit Card,675000
1236,50000,E-Wallet,450000
1237,90000,Virtual Account,900000
1238,180000,E-Wallet,1440000
1239,120000,Credit Card,1200000
1240,90000,AutoPay,540000
1241,75000,E-Wallet,675000
1242,50000,Virtual Account,400000
1243,90000,Credit Card,720000
1244,75000,Virtual Account,900000
1245,75000,E-Wallet,600000
1246,100000,E-Wallet,1200000
1247,80000,Credit Card,880000
1248,65000,Credit Card,780000
1249,205000,AutoPay,1640000
1250,75000,E-Wallet,525000
1251,75000,Credit Card,450000
1252,75000,AutoPay,675000
1253,50000,AutoPay,600000
1254,160000,Credit Card,1440000
1255,105000,Virtual Account,630000
1256,75000,E-Wallet,750000
1257,50000,Credit Card,300000
1258,135000,Credit Card,1215000
1259,50000,Virtual Account,600000
1260,50000,Credit Card,300000
1261,90000,AutoPay,540000
1262,50000,Virtual Account,600000
1263,50000,AutoPay,550000
1264,75000,AutoPay,900000
1265,90000,Credit Card,720000
1266,160000,E-Wallet,1920000
1267,105000,Credit Card,735000
1268,50000,Credit Card,450000
1269,50000,Virtual Account,550000
1270,180000,AutoPay,1260000
1271,75000,AutoPay,825000
1272,120000,AutoPay,1320000
1273,90000,Credit Card,540000
1274,75000,AutoPay,675000
1275,75000,Virtual Account,900000
1276,75000,AutoPay,750000
1277,205000,AutoPay,2255000
1278,180000,Virtual Account,1620000
1279,100000,AutoPay,800000
1280,90000,E-Wallet,990000
1281,180000,E-Wallet,1800000
1282,90000,AutoPay,990000
1283,90000,AutoPay,900000
1284,75000,Virtual Account,750000
1285,80000,Virtual Account,480000
1286,75000,AutoPay,900000
1287,75000,Virtual Account,825000
1288,75000,Virtual Account,825000
1289,100000,Credit Card,700000
1290,80000,E-Wallet,720000
1291,75000,Credit Card,525000
1292,120000,Virtual Account,1080000
1293,75000,Credit Card,450000
1294,80000,Virtual Account,480000
1295,180000,E-Wallet,1980000
1296,180000,Virtual Account,1800000
1297,50000,E-Wallet,400000
1298,50000,Virtual Account,600000
1299,150000,E-Wallet,1800000
1300,150000,Virtual Account,1650000
1301,180000,AutoPay,1440000
1302,120000,E-Wallet,840000
1303,75000,Virtual Account,750000
1304,75000,Credit Card,600000
1305,50000,Virtual Account,550000
1306,75000,Virtual Account,600000
1307,75000,Credit Card,525000
1308,75000,Virtual Account,750000
1309,75000,Virtual Account,525000
1310,120000,AutoPay,1200000
1311,50000,Credit Card,550000
1312,75000,Virtual Account,525000
1313,50000,AutoPay,450000
1314,100000,AutoPay,900000
1315,120000,AutoPay,1200000
1316,100000,Virtual Account,600000
1317,180000,AutoPay,1980000
1318,50000,E-Wallet,350000
1319,75000,Virtual Account,825000
1320,80000,E-Wallet,480000
1321,75000,Virtual Account,450000
1322,120000,Credit Card,960000
1323,75000,E-Wallet,525000
1324,120000,AutoPay,1080000
1325,50000,Virtual Account,400000
1326,135000,E-Wallet,1485000
1327,50000,AutoPay,350000
1328,135000,AutoPay,1350000
1329,50000,Virtual Account,400000
1330,80000,AutoPay,480000
1331,115000,Credit Card,1150000
1332,180000,Credit Card,1800000
1333,50000,Credit Card,400000
1334,75000,E-Wallet,525000
1335,120000,AutoPay,1080000
1336,75000,E-Wallet,900000
1337,65000,Virtual Account,390000
1338,100000,AutoPay,1200000
1339,100000,AutoPay,1200000
1340,220000,Credit Card,1320000
1341,135000,AutoPay,1080000
1342,75000,AutoPay,750000
1343,180000,AutoPay,1440000
1344,75000,Credit Card,675000
1345,50000,Virtual Account,450000
1346,75000,AutoPay,900000
1347,75000,Credit Card,450000
1348,65000,Virtual Account,585000
1349,180000,AutoPay,1080000
1350,120000,Credit Card,1200000
1351,50000,E-Wallet,550000
1352,75000,Virtual Account,525000
1353,120000,E-Wallet,1200000
1354,210000,E-Wallet,1470000
1355,150000,AutoPay,1050000
1356,75000,Virtual Account,600000
1357,120000,AutoPay,960000
1358,100000,Credit Card,800000
1359,75000,Credit Card,750000
1360,75000,Credit Card,675000
1361,50000,AutoPay,350000
1362,75000,Credit Card,675000
1363,50000,E-Wallet,600000
1364,50000,AutoPay,350000
1365,150000,Virtual Account,1050000
1366,65000,E-Wallet,520000
1367,75000,Credit Card,900000
1368,90000,AutoPay,990000
1369,180000,Credit Card,1080000
1370,75000,AutoPay,525000
1371,90000,Credit Card,990000
1372,105000,Virtual Account,1155000
1373,160000,E-Wallet,1120000
1374,210000,Virtual Account,1260000
1375,75000,Credit Card,825000
1376,50000,AutoPay,300000
1377,180000,E-Wallet,1620000
1378,50000,AutoPay,600000
1379,75000,Credit Card,750000
1380,75000,Credit Card,450000
1381,50000,Credit Card,600000
1382,80000,Virtual Account,480000
1383,50000,Virtual Account,300000
1384,100000,AutoPay,900000
1385,205000,Virtual Account,1230000
1386,75000,Credit Card,900000
1387,120000,E-Wallet,960000
1388,50000,E-Wallet,450000
1389,75000,Credit Card,900000
1390,75000,Virtual Account,900000
1391,180000,AutoPay,1980000
1392,135000,AutoPay,945000
1393,75000,Credit Card,900000
1394,120000,E-Wallet,1320000
1395,75000,AutoPay,825000
1396,180000,E-Wallet,1260000
1397,120000,Credit Card,1440000
1398,180000,AutoPay,1080000
1399,75000,Credit Card,600000
1400,75000,AutoPay,900000
1401,75000,Virtual Account,750000
1402,65000,E-Wallet,780000
1403,100000,Credit Card,700000
1404,75000,AutoPay,600000
1405,75000,Credit Card,750000
1406,50000,Virtual Account,400000
1407,50000,Credit Card,350000
1408,75000,E-Wallet,675000
1409,180000,E-Wallet,2160000
1410,75000,E-Wallet,900000
1411,115000,Virtual Account,1150000
1412,135000,Virtual Account,810000
1413,75000,Virtual Account,900000
1414,80000,Virtual Account,480000
1415,75000,AutoPay,600000
1416,50000,AutoPay,300000
1417,180000,E-Wallet,1440000
1418,50000,E-Wallet,450000
1419,75000,Credit Card,750000
1420,50000,Virtual Account,500000
1421,50000,Virtual Account,300000
1422,145000,E-Wallet,1595000
1423,50000,Virtual Account,550000
1424,50000,AutoPay,550000
1425,75000,Credit Card,525000
1426,50000,E-Wallet,450000
1427,50000,AutoPay,500000
1428,145000,E-Wallet,870000
1429,120000,Credit Card,1320000
1430,205000,AutoPay,2460000
1431,150000,E-Wallet,1350000
1432,75000,AutoPay,675000
1433,80000,E-Wallet,800000
1434,120000,Virtual Account,1200000
1435,120000,Virtual Account,960000
1436,120000,E-Wallet,1440000
1437,100000,E-Wallet,1000000
1438,90000,Virtual Account,1080000
1439,120000,Virtual Account,840000
1440,120000,AutoPay,1200000
1441,220000,Credit Card,1320000
1442,50000,Credit Card,350000
1443,50000,E-Wallet,600000
1444,50000,Virtual Account,400000
1445,160000,AutoPay,1120000
1446,80000,Virtual Account,720000
1447,50000,AutoPay,600000
1448,180000,Credit Card,1080000
1449,50000,AutoPay,600000
1450,120000,Credit Card,960000
1451,75000,E-Wallet,900000
1452,120000,Credit Card,1320000
1453,75000,AutoPay,675000
1454,220000,Virtual Account,1320000
1455,180000,Credit Card,1620000
1456,65000,Virtual Account,715000
1457,50000,Virtual Account,350000
1458,50000,E-Wallet,400000
1459,115000,AutoPay,1265000
1460,120000,E-Wallet,840000
1461,100000,Credit Card,1200000
1462,105000,E-Wallet,630000
1463,65000,AutoPay,715000
1464,120000,E-Wallet,1440000
1465,180000,E-Wallet,1260000
1466,50000,E-Wallet,300000
1467,90000,AutoPay,720000
1468,50000,AutoPay,500000
1469,75000,AutoPay,750000
1470,100000,AutoPay,1100000
1471,50000,Virtual Account,600000
1472,115000,AutoPay,1150000
1473,50000,AutoPay,500000
1474,100000,Virtual Account,1200000
1475,75000,E-Wallet,750000
1476,80000,E-Wallet,640000
1477,120000,AutoPay,720000
1478,120000,AutoPay,840000
1479,75000,AutoPay,900000
1480,50000,Virtual Account,400000
1481,145000,Virtual Account,1160000
1482,180000,E-Wallet,1440000
1483,50000,E-Wallet,450000
1484,65000,AutoPay,520000
1485,50000,Credit Card,600000
1486,75000,Credit Card,600000
1487,65000,Virtual Account,715000
1488,115000,Virtual Account,690000
1489,75000,Credit Card,525000
1490,75000,Credit Card,525000
1491,100000,E-Wallet,800000
1492,75000,E-Wallet,600000
1493,100000,Credit Card,1100000
1494,65000,Credit Card,455000
1495,80000,E-Wallet,720000
1496,160000,Virtual Account,960000
1497,50000,Virtual Account,600000
1498,145000,AutoPay,870000
1499,195000,Credit Card,2145000
1500,75000,E-Wallet,825000
1501,115000,Credit Card,1265000
1502,75000,Virtual Account,900000
1503,120000,Virtual Account,1440000
1504,180000,Virtual Account,1440000
1505,120000,Credit Card,1440000
1506,80000,E-Wallet,720000
1507,75000,Virtual Account,675000
1508,90000,Virtual Account,900000
1509,75000,AutoPay,900000
1510,50000,Credit Card,550000
1511,50000,E-Wallet,450000
1512,120000,Credit Card,1320000
1513,75000,Virtual Account,450000
1514,50000,E-Wallet,300000
1515,75000,Virtual Account,600000
1516,120000,E-Wallet,720000
1517,120000,Virtual Account,720000
1518,75000,Credit Card,525000
1519,50000,E-Wallet,450000
1520,65000,E-Wallet,390000
1521,205000,E-Wallet,1845000
1522,75000,Virtual Account,900000
1523,75000,AutoPay,825000
1524,75000,AutoPay,675000
1525,75000,E-Wallet,450000
1526,120000,AutoPay,1320000
1527,115000,Virtual Account,1265000
1528,50000,E-Wallet,300000
1529,50000,E-Wallet,500000
1530,75000,Virtual Account,600000
1531,180000,Virtual Account,2160000
1532,65000,AutoPay,650000
1533,135000,Credit Card,1485000
1534,120000,Credit Card,1440000
1535,50000,E-Wallet,350000
1536,65000,AutoPay,455000
1537,50000,Virtual Account,550000
1538,120000,E-Wallet,1320000
1539,50000,Credit Card,500000
1540,75000,Credit Card,675000
1541,75000,Credit Card,675000
1542,120000,Virtual Account,960000
1543,50000,Credit Card,500000
1544,75000,AutoPay,450000
1545,75000,Credit Card,525000
1546,75000,Credit Card,450000
1547,120000,Credit Card,960000
1548,50000,AutoPay,400000
1549,120000,Credit Card,1440000
1550,90000,Credit Card,900000
1551,75000,Credit Card,750000
1552,100000,Virtual Account,600000
1553,105000,E-Wallet,735000
1554,50000,E-Wallet,350000
1555,90000,Credit Card,900000
1556,75000,AutoPay,750000
1557,75000,Credit Card,525000
1558,50000,E-Wallet,500000
1559,210000,Credit Card,1260000
1560,75000,AutoPay,450000
1561,80000,E-Wallet,560000
1562,75000,AutoPay,675000
1563,120000,AutoPay,1200000
1564,120000,Credit Card,960000
1565,75000,E-Wallet,600000
1566,135000,Virtual Account,1215000
1567,50000,Credit Card,400000
1568,115000,Virtual Account,1265000
1569,120000,E-Wallet,1200000
1570,120000,E-Wallet,1440000
1571,105000,E-Wallet,735000
1572,160000,Virtual Account,1760000
1573,75000,Virtual Account,600000
1574,135000,Credit Card,945000
1575,50000,E-Wallet,450000
1576,50000,Virtual Account,300000
1577,90000,E-Wallet,810000
1578,75000,Credit Card,900000
1579,50000,AutoPay,550000
1580,90000,Virtual Account,630000
1581,50000,Virtual Account,300000
1582,75000,E-Wallet,825000
1583,115000,AutoPay,805000
1584,75000,Credit Card,750000
1585,50000,Virtual Account,450000
1586,120000,AutoPay,720000
1587,160000,AutoPay,1600000
1588,160000,AutoPay,1120000
1589,80000,Virtual Account,880000
1590,145000,Virtual Account,1740000
1591,50000,AutoPay,400000
1592,50000,AutoPay,600000
1593,50000,Credit Card,500000
1594,145000,AutoPay,1450000
1595,50000,AutoPay,400000
1596,50000,AutoPay,500000
1597,50000,E-Wallet,600000
1598,120000,E-Wallet,960000
1599,105000,Credit Card,735000
1600,80000,Credit Card,800000
1601,75000,AutoPay,525000
1602,90000,E-Wallet,540000
1603,75000,E-Wallet,600000
1604,50000,E-Wallet,500000
1605,120000,Virtual Account,720000
1606,80000,Virtual Account,560000
1607,105000,AutoPay,1155000
1608,50000,AutoPay,500000
1609,75000,E-Wallet,525000
1610,75000,E-Wallet,525000
1611,75000,AutoPay,450000
1612,50000,AutoPay,450000
1613,135000,AutoPay,1350000
1614,50000,Credit Card,400000
1615,75000,Credit Card,675000
1616,120000,AutoPay,1200000
1617,75000,E-Wallet,675000
1618,120000,Virtual Account,1440000
1619,105000,AutoPay,1155000
1620,75000,AutoPay,675000
1621,120000,Credit Card,1320000
1622,75000,AutoPay,450000
1623,105000,Credit Card,630000
1624,120000,E-Wallet,1440000
1625,100000,E-Wallet,900000
1626,50000,E-Wallet,600000
1627,75000,Credit Card,750000
1628,145000,Credit Card,1450000
1629,180000,AutoPay,1260000
1630,100000,E-Wallet,1100000
1631,75000,AutoPay,825000
1632,180000,Virtual Account,2160000
1633,50000,AutoPay,300000
1634,90000,Credit Card,990000
1635,160000,Credit Card,1440000
1636,120000,E-Wallet,1200000
1637,150000,Credit Card,1200000
1638,75000,AutoPay,825000
1639,90000,Virtual Account,810000
1640,75000,AutoPay,675000
1641,50000,E-Wallet,550000
1642,65000,Virtual Account,715000
1643,135000,Virtual Account,1080000
1644,75000,Virtual Account,525000
1645,150000,E-Wallet,900000
1646,75000,E-Wallet,525000
1647,75000,E-Wallet,600000
1648,50000,E-Wallet,600000
1649,65000,AutoPay,650000
1650,80000,E-Wallet,560000
1651,210000,AutoPay,1260000
1652,120000,AutoPay,960000
1653,100000,Virtual Account,1100000
1654,80000,AutoPay,880000
1655,195000,Virtual Account,1950000
1656,80000,Virtual Account,560000
1657,50000,AutoPay,350000
1658,75000,AutoPay,825000
1659,220000,Credit Card,2640000
1660,80000,E-Wallet,640000
1661,50000,AutoPay,300000
1662,180000,E-Wallet,1980000
1663,75000,Credit Card,675000
1664,50000,E-Wallet,600000
1665,75000,E-Wallet,450000
1666,120000,Credit Card,1320000
1667,75000,Credit Card,450000
1668,195000,Virtual Account,2340000
1669,100000,E-Wallet,600000
1670,75000,Virtual Account,900000
1671,180000,AutoPay,1620000
1672,90000,Virtual Account,990000
1673,90000,Credit Card,810000
1674,75000,E-Wallet,825000
1675,50000,AutoPay,600000
1676,50000,AutoPay,600000
1677,75000,AutoPay,600000
1678,75000,E-Wallet,825000
1679,150000,E-Wallet,1050000
1680,90000,AutoPay,540000
1681,180000,Credit Card,1260000
1682,50000,Credit Card,300000
1683,80000,E-Wallet,560000
1684,50000,Virtual Account,600000
1685,75000,AutoPay,750000
1686,50000,E-Wallet,550000
1687,120000,AutoPay,1440000
1688,180000,Virtual Account,1980000
1689,180000,Credit Card,1980000
1690,50000,AutoPay,450000
1691,135000,AutoPay,1350000
1692,50000,E-Wallet,500000
1693,50000,E-Wallet,600000
1694,135000,AutoPay,1215000
1695,75000,E-Wallet,825000
1696,50000,Credit Card,600000
1697,75000,E-Wallet,750000
1698,50000,E-Wallet,350000
1699,120000,Credit Card,960000
1700,75000,Credit Card,525000
1701,180000,Virtual Account,2160000
1702,50000,Credit Card,550000
1703,75000,AutoPay,750000
1704,100000,AutoPay,900000
1705,75000,Credit Card,900000
1706,50000,Virtual Account,600000
1707,120000,Credit Card,960000
1708,135000,E-Wallet,1215000
1709,180000,Virtual Account,1080000
1710,160000,E-Wallet,1440000
1711,120000,AutoPay,720000
1712,75000,E-Wallet,525000
1713,120000,E-Wallet,1320000
1714,50000,E-Wallet,600000
1715,75000,Virtual Account,900000
1716,50000,AutoPay,400000
1717,75000,Virtual Account,900000
1718,80000,AutoPay,720000
1719,180000,Credit Card,1620000
1720,50000,E-Wallet,450000
1721,50000,Virtual Account,400000
1722,75000,AutoPay,750000
1723,50000,AutoPay,450000
1724,90000,Credit Card,720000
1725,65000,E-Wallet,585000
1726,90000,Virtual Account,1080000
1727,100000,Virtual Account,1000000
1728,120000,AutoPay,720000
1729,135000,Credit Card,1215000
1730,75000,Credit Card,675000
1731,50000,E-Wallet,400000
1732,65000,Virtual Account,455000
1733,135000,Credit Card,1485000
1734,50000,E-Wallet,350000
1735,65000,Credit Card,455000
1736,145000,E-Wallet,1595000
1737,105000,Credit Card,840000
1738,50000,AutoPay,550000
1739,50000,Credit Card,350000
1740,180000,AutoPay,1260000
1741,145000,E-Wallet,1740000
1742,135000,E-Wallet,1215000
1743,100000,AutoPay,600000
1744,105000,Virtual Account,1050000
1745,180000,E-Wallet,1800000
1746,180000,Credit Card,1620000
1747,50000,E-Wallet,350000
1748,120000,Credit Card,840000
1749,50000,AutoPay,600000
1750,50000,Virtual Account,550000
1751,100000,Virtual Account,1100000
1752,100000,Credit Card,1000000
1753,180000,E-Wallet,2160000
1754,50000,E-Wallet,500000
1755,75000,AutoPay,450000
1756,220000,AutoPay,1320000
1757,195000,Virtual Account,1950000
1758,50000,Credit Card,300000
1759,75000,E-Wallet,600000
1760,100000,AutoPay,800000
1761,50000,Credit Card,300000
1762,180000,AutoPay,1440000
1763,180000,Virtual Account,2160000
1764,80000,Virtual Account,880000
1765,50000,Credit Card,500000
1766,80000,Credit Card,880000
1767,180000,Virtual Account,1440000
1768,80000,E-Wallet,640000
1769,105000,E-Wallet,1155000
1770,100000,AutoPay,600000
1771,75000,AutoPay,450000
1772,50000,Credit Card,550000
1773,50000,Credit Card,400000
1774,210000,E-Wallet,2100000
1775,180000,AutoPay,1800000
1776,120000,E-Wallet,720000
1777,50000,Credit Card,300000
1778,50000,Virtual Account,300000
1779,75000,AutoPay,675000
1780,50000,E-Wallet,450000
1781,180000,Virtual Account,2160000
1782,75000,E-Wallet,450000
1783,75000,AutoPay,900000
1784,205000,Credit Card,2255000
1785,195000,Credit Card,1950000
1786,75000,Credit Card,450000
1787,75000,AutoPay,450000
1788,50000,Virtual Account,500000
1789,75000,Virtual Account,900000
1790,90000,Credit Card,1080000
1791,100000,Virtual Account,1000000
1792,180000,AutoPay,1800000
1793,75000,AutoPay,600000
1794,80000,E-Wallet,960000
1795,75000,AutoPay,825000
1796,80000,Virtual Account,480000
1797,120000,E-Wallet,1320000
1798,100000,Virtual Account,700000
1799,50000,AutoPay,400000
1800,50000,Virtual Account,350000
1801,160000,E-Wallet,1120000
1802,50000,E-Wallet,400000
1803,150000,Virtual Account,1200000
1804,50000,Credit Card,600000
1805,50000,Credit Card,300000
1806,90000,AutoPay,1080000
1807,220000,Credit Card,1320000
1808,205000,Virtual Account,2460000
1809,80000,E-Wallet,480000
1810,75000,E-Wallet,600000
1811,50000,Virtual Account,550000
1812,75000,E-Wallet,825000
1813,75000,E-Wallet,825000
1814,180000,Credit Card,1620000
1815,210000,Virtual Account,2100000
1816,75000,AutoPay,525000
1817,100000,AutoPay,1200000
1818,120000,E-Wallet,720000
1819,160000,AutoPay,960000
1820,80000,E-Wallet,560000
1821,75000,AutoPay,750000
1822,115000,E-Wallet,1265000
1823,50000,E-Wallet,400000
1824,65000,Virtual Account,715000
1825,50000,AutoPay,350000
1826,75000,Virtual Account,600000
1827,50000,E-Wallet,400000
1828,50000,Virtual Account,450000
1829,50000,E-Wallet,600000
