customer_id,age,region,segment,tenure_month,plan_id
726,56,Jawa Tengah,Senior,22,3
727,18,Jakarta,Senior,43,2
728,20,Jakarta,Youth,19,1
729,30,Jakarta,Senior,8,1
730,45,Jawa Tengah,Senior,8,4
731,66,Jawa Tengah,Senior,42,2
732,42,Jawa Timur,Senior,26,2
733,50,Kalimantan,Adult,26,1
734,55,Sulawesi,Youth,23,4
735,23,Jawa Barat,Youth,43,3
736,61,Jawa Timur,Adult,13,1
737,62,Jawa Barat,Senior,28,1
738,49,Sulawesi,Adult,9,1
739,62,Kalimantan,Senior,20,1
740,64,Jawa Tengah,Adult,19,2
741,38,Kalimantan,Youth,39,4
742,33,Jawa Tengah,Youth,12,2
743,38,Sulawesi,Youth,15,3
744,28,Kalimantan,Senior,31,2
745,54,Jawa Timur,Senior,14,3
746,53,Sumatera,Adult,11,3
747,52,Jawa Timur,Adult,26,1
748,36,Jawa Barat,Youth,42,2
749,37,Jawa Timur,Senior,27,2
750,35,Sulawesi,Adult,11,1
751,64,Jakarta,Senior,38,2
752,58,Jawa Barat,Senior,34,2
753,66,Kalimantan,Youth,43,4
754,31,Jawa Barat,Youth,19,2
755,32,Sumatera,Senior,6,3
756,48,Jawa Tengah,Senior,46,2
757,18,Kalimantan,Senior,38,3
758,20,Jawa Barat,Senior,42,2
759,33,Kalimantan,Youth,28,3
760,40,Kalimantan,Adult,1,2
761,28,Kalimantan,Youth,35,2
762,29,Jawa Tengah,Adult,40,2
763,27,Sulawesi,Senior,8,2
764,49,Jawa Timur,Adult,47,1
765,33,Kalimantan,Youth,7,1
766,25,Jakarta,Youth,11,1
767,55,Sulawesi,Senior,39,3
768,29,Sumatera,Youth,4,1
769,41,Jawa Tengah,Senior,25,1
770,45,Jawa Barat,Youth,12,3
771,25,Jawa Tengah,Youth,26,1
772,45,Jawa Barat,Senior,38,2
773,53,Jawa Tengah,Adult,46,1
774,43,Jawa Barat,Youth,12,4
775,25,Kalimantan,Adult,43,3
776,67,Jawa Timur,Youth,37,3
777,45,Jawa Barat,Youth,46,2
778,45,Jawa Barat,Youth,24,3
779,54,Jakarta,Youth,16,1
780,58,Jawa Barat,Adult,13,1
781,53,Jakarta,Adult,25,1
782,44,Sumatera,Youth,4,2
783,34,Kalimantan,Youth,11,2
784,26,Jakarta,Adult,32,2
785,50,Jawa Timur,Senior,7,1
786,37,Sulawesi,Senior,46,2
787,30,Kalimantan,Adult,11,3
788,45,Jakarta,Youth,28,2
789,65,Kalimantan,Youth,41,3
790,46,Kalimantan,Senior,23,1
791,30,Kalimantan,Senior,45,3
792,63,Sumatera,Adult,23,2
793,52,Jawa Timur,Senior,28,1
794,23,Jawa Tengah,Adult,43,1
795,35,Jawa Tengah,Senior,47,2
796,68,Jakarta,Senior,26,3
797,22,Kalimantan,Senior,25,2
798,64,Jakarta,Youth,29,1
799,42,Sumatera,Youth,19,3
800,19,Sumatera,Youth,33,2
801,27,Jawa Barat,Senior,36,2
802,47,Sumatera,Adult,14,2
803,67,Jawa Barat,Adult,14,1
804,62,Jawa Timur,Adult,35,2
805,22,Jakarta,Adult,30,2
806,50,Sulawesi,Youth,28,4
807,18,Jawa Timur,Youth,17,2
808,35,Sumatera,Senior,3,2
809,49,Jawa Timur,Senior,16,2
810,64,Jawa Timur,Adult,46,4
811,66,Jawa Timur,Youth,30,3
812,28,Sumatera,Adult,29,2
813,38,Sulawesi,Senior,45,3
814,43,Kalimantan,Senior,15,2
815,42,Jawa Timur,Adult,46,2
816,39,Jawa Barat,Senior,25,1
817,44,Sumatera,Adult,38,2
818,66,Jawa Timur,Youth,42,1
819,30,Sulawesi,Adult,47,4
820,50,Kalimantan,Youth,38,1
821,51,Sumatera,Youth,23,4
822,58,Jawa Tengah,Senior,25,2
823,52,Kalimantan,Senior,42,2
824,18,Jawa Barat,Senior,7,2
825,38,Jawa Timur,Adult,22,1
826,65,Sulawesi,Adult,17,2
827,23,Jawa Tengah,Senior,18,1
828,45,Sulawesi,Adult,41,2
829,34,Jawa Tengah,Senior,10,2
830,22,Sumatera,Adult,10,3
831,48,Jawa Tengah,Youth,7,1
832,22,Jawa Barat,Youth,38,1
833,55,Jawa Barat,Senior,27,2
834,20,Jakarta,Adult,33,4
835,40,Jawa Barat,Adult,1,3
836,54,Kalimantan,Youth,44,2
837,54,Jawa Tengah,Youth,34,2
838,27,Jawa Barat,Senior,4,1
839,27,Sumatera,Youth,17,4
840,36,Sulawesi,Senior,4,2
841,34,Sulawesi,Youth,43,1
842,38,Jakarta,Youth,26,2
843,31,Sulawesi,Adult,4,1
844,26,Jawa Tengah,Youth,1,4
845,63,Jakarta,Youth,7,1
846,18,Jawa Tengah,Senior,30,2
847,68,Sumatera,Youth,9,1
848,62,Jakarta,Senior,35,3
849,30,Jawa Timur,Youth,8,3
850,21,Kalimantan,Youth,24,2
851,18,Kalimantan,Senior,19,2
852,66,Jawa Tengah,Adult,36,3
853,57,Sulawesi,Senior,43,1
854,49,Jawa Timur,Senior,27,1
855,51,Jakarta,Senior,32,1
856,45,Jawa Timur,Adult,14,4
857,48,Jawa Timur,Youth,18,2
858,25,Sulawesi,Senior,28,3
859,56,Jakarta,Senior,29,2
860,43,Sumatera,Adult,16,1
861,51,Sulawesi,Senior,35,1
862,20,Jawa Timur,Youth,47,1
863,67,Jawa Timur,Adult,31,2
864,29,Sumatera,Youth,4,1
865,18,Jawa Timur,Youth,37,1
866,61,Jawa Timur,Adult,17,3
867,22,Jawa Timur,Senior,39,4
868,47,Kalimantan,Youth,46,1
869,47,Sulawesi,Youth,26,1
870,34,Jawa Barat,Youth,39,1
871,65,Sulawesi,Youth,41,2
872,64,Sumatera,Adult,4,3
873,40,Jawa Timur,Adult,30,1
874,32,Sulawesi,Youth,30,1
875,54,Kalimantan,Senior,22,3
876,38,Sumatera,Youth,11,2
877,31,Jawa Tengah,Senior,2,1
878,19,Sulawesi,Youth,44,2
879,28,Jawa Tengah,Senior,12,1
880,68,Jawa Timur,Youth,30,2
881,56,Kalimantan,Senior,36,3
882,55,Kalimantan,Youth,18,3
883,51,Sulawesi,Youth,26,2
884,55,Sumatera,Senior,7,4
885,67,Sumatera,Adult,1,2
886,51,Kalimantan,Senior,26,3
887,35,Sumatera,Adult,23,2
888,47,Kalimantan,Youth,26,3
889,32,Sulawesi,Senior,45,4
890,44,Jawa Barat,Senior,6,1
891,68,Kalimantan,Senior,6,4
892,51,Jawa Tengah,Adult,44,3
893,69,Sumatera,Adult,8,3
894,55,Kalimantan,Youth,24,1
895,50,Kalimantan,Adult,22,3
896,41,Sulawesi,Adult,19,3
897,32,Sumatera,Youth,37,1
898,47,Jawa Barat,Senior,18,4
899,59,Sulawesi,Senior,31,1
900,68,Jawa Barat,Youth,37,1
901,34,Sulawesi,Senior,30,2
902,22,Sumatera,Adult,42,2
903,46,Jakarta,Youth,33,2
904,21,Sumatera,Youth,10,1
905,27,Sumatera,Youth,37,4
906,34,Jawa Barat,Senior,12,1
907,27,Jawa Barat,Youth,30,1
908,34,Sumatera,Youth,27,1
909,37,Sumatera,Youth,39,2
910,41,Sumatera,Senior,9,4
911,22,Jawa Barat,Adult,21,2
912,51,Sumatera,Youth,12,3
913,23,Sumatera,Adult,29,1
914,19,Jawa Timur,Senior,33,2
915,30,Jakarta,Senior,43,2
916,60,Jawa Tengah,Senior,15,2
917,60,Jakarta,Senior,2,1
918,65,Jawa Timur,Adult,39,2
919,28,Jawa Tengah,Youth,44,2
920,68,Sulawesi,Senior,18,3
921,64,Sumatera,Senior,3,2
922,40,Jawa Timur,Adult,7,1
923,33,Sulawesi,Adult,43,2
924,48,Sumatera,Senior,18,1
925,28,Jawa Barat,Youth,44,3
926,33,Kalimantan,Youth,38,2
927,25,Jawa Timur,Senior,37,1
928,21,Jawa Barat,Adult,33,4
929,57,Jawa Timur,Senior,44,2
930,21,Jawa Timur,Senior,31,1
931,42,Jawa Barat,Adult,11,2
932,20,Jawa Tengah,Senior,4,1
933,49,Jakarta,Senior,18,3
934,20,Sumatera,Senior,4,3
935,44,Jawa Timur,Adult,34,4
936,46,Sumatera,Youth,29,2
937,49,Kalimantan,Youth,24,2
938,67,Jawa Barat,Adult,22,3
939,68,Sumatera,Youth,2,1
940,36,Jawa Barat,Senior,44,2
941,38,Sumatera,Youth,6,2
942,22,Jakarta,Senior,42,1
943,35,Jakarta,Youth,25,2
944,45,Jakarta,Adult,21,3
945,59,Jakarta,Youth,16,3
946,39,Jakarta,Youth,31,1
947,38,Jakarta,Youth,14,1
948,23,Jawa Barat,Adult,39,1
949,18,Jawa Timur,Youth,28,3
950,22,Sumatera,Adult,32,1
951,58,Jakarta,Senior,28,3
952,29,Jawa Barat,Youth,9,1
953,43,Jawa Barat,Adult,45,2
954,63,Jawa Barat,Adult,22,2
955,51,Jawa Timur,Youth,32,3
956,66,Sumatera,Senior,5,1
957,31,Jawa Timur,Adult,23,2
958,43,Jawa Tengah,Youth,5,1
959,62,Sulawesi,Senior,42,3
960,44,Jawa Barat,Adult,32,3
961,26,Jawa Tengah,Adult,10,1
962,43,Kalimantan,Senior,39,3
963,64,Jakarta,Senior,15,2
964,39,Sulawesi,Youth,7,1
965,64,Jakarta,Youth,29,2
966,47,Jawa Timur,Adult,47,1
967,60,Sulawesi,Senior,3,3
968,65,Sumatera,Senior,19,3
969,34,Jawa Tengah,Senior,10,1
970,43,Sumatera,Adult,28,2
971,53,Jawa Timur,Senior,29,3
972,18,Jakarta,Senior,15,4
973,25,Sulawesi,Adult,35,2
974,66,Sumatera,Youth,6,4
975,52,Sumatera,Youth,12,2
976,69,Jakarta,Adult,47,2
977,32,Sulawesi,Senior,38,3
978,64,Jawa Tengah,Adult,13,2
979,39,Jakarta,Youth,29,2
980,31,Sumatera,Youth,19,2
981,43,Jawa Tengah,Adult,3,3
982,45,Jawa Tengah,Adult,8,3
983,40,Jakarta,Youth,8,2
984,31,Sumatera,Adult,20,1
985,41,Jawa Timur,Youth,47,2
986,19,Sumatera,Adult,4,2
987,62,Jawa Barat,Adult,21,1
988,43,Sulawesi,Adult,3,3
989,31,Kalimantan,Youth,45,2
990,68,Jawa Timur,Adult,8,1
991,24,Jawa Tengah,Youth,23,1
992,20,Jawa Timur,Youth,16,1
993,64,Sulawesi,Adult,13,4
994,40,Jawa Tengah,Adult,3,1
995,63,Sulawesi,Youth,9,1
996,60,Jawa Tengah,Youth,14,2
997,64,Jawa Timur,Senior,13,1
998,62,Jawa Tengah,Youth,7,1
999,35,Jawa Tengah,Senior,15,1
1000,55,Jawa Barat,Senior,7,2
1001,52,Sumatera,Senior,38,2
1002,68,Sumatera,Adult,34,2
1003,32,Kalimantan,Adult,41,2
1004,42,Kalimantan,Youth,22,4
1005,54,Jawa Barat,Senior,24,2
1006,45,Kalimantan,Adult,37,1
1007,27,Sulawesi,Adult,44,1
1008,56,Jawa Timur,Adult,1,2
1009,34,Jakarta,Adult,10,3
1010,56,Sulawesi,Adult,43,1
1011,39,Jakarta,Senior,16,3
1012,43,Jakarta,Senior,46,1
1013,61,Jawa Barat,Senior,8,2
1014,42,Sulawesi,Senior,25,3
1015,34,Jawa Barat,Youth,12,1
1016,30,Jawa Tengah,Senior,25,2
1017,37,Jakarta,Adult,17,1
1018,42,Jawa Timur,Senior,26,3
1019,21,Kalimantan,Youth,46,1
1020,27,Jawa Timur,Adult,14,3
1021,20,Kalimantan,Senior,41,1
1022,58,Jakarta,Senior,36,3
1023,62,Jakarta,Senior,23,2
1024,35,Jakarta,Adult,43,3
1025,64,Jawa Barat,Adult,6,1
1026,53,Sulawesi,Youth,47,4
1027,64,Kalimantan,Adult,5,1
1028,39,Sulawesi,Adult,43,1
1029,51,Jawa Barat,Senior,25,2
1030,64,Jawa Barat,Adult,18,1
1031,25,Sumatera,Senior,13,1
1032,57,Jawa Timur,Senior,43,4
1033,66,Jawa Timur,Adult,14,4
1034,61,Jawa Tengah,Youth,28,2
1035,36,Jawa Barat,Youth,18,4
1036,59,Kalimantan,Adult,28,2
1037,58,Sumatera,Youth,27,1
1038,54,Sumatera,Senior,32,3
1039,23,Sulawesi,Senior,47,2
1040,69,Jawa Timur,Adult,9,4
1041,43,Jawa Barat,Youth,40,1
1042,51,Jawa Tengah,Youth,32,2
1043,62,Jawa Barat,Senior,20,1
1044,23,Sulawesi,Adult,28,1
1045,54,Jakarta,Youth,33,1
1046,50,Jawa Barat,Adult,4,4
1047,39,Sulawesi,Youth,46,3
1048,38,Jakarta,Senior,34,3
1049,23,Jakarta,Senior,3,2
1050,23,Jawa Tengah,Adult,26,1
1051,65,Kalimantan,Senior,8,1
1052,21,Jawa Timur,Youth,6,1
1053,47,Jawa Barat,Senior,16,2
1054,28,Jakarta,Adult,24,3
1055,47,Jawa Barat,Adult,39,2
1056,48,Kalimantan,Adult,30,1
1057,41,Jawa Timur,Youth,45,1
1058,26,Kalimantan,Youth,13,1
1059,20,Jawa Timur,Youth,5,2
1060,68,Sumatera,Youth,25,4
1061,48,Jawa Timur,Youth,20,2
1062,57,Jawa Tengah,Senior,18,3
1063,54,Kalimantan,Youth,47,2
1064,53,Jakarta,Youth,18,2
1065,41,Sumatera,Senior,2,1
1066,48,Jawa Tengah,Youth,10,3
1067,23,Jawa Barat,Adult,45,3
1068,19,Kalimantan,Youth,47,1
1069,37,Sulawesi,Youth,12,2
1070,45,Sulawesi,Adult,47,2
1071,28,Jakarta,Adult,13,2
1072,21,Jawa Timur,Adult,47,4
1073,32,Jakarta,Adult,11,2
1074,23,Sulawesi,Youth,19,2
1075,66,Jawa Barat,Adult,35,1
1076,47,Sumatera,Adult,39,1
1077,55,Sumatera,Senior,26,1
1078,68,Kalimantan,Adult,46,1
1079,19,Sumatera,Adult,14,3
1080,32,Kalimantan,Senior,45,3
1081,28,Kalimantan,Senior,44,1
1082,25,Kalimantan,Youth,24,3
1083,43,Sulawesi,Senior,41,1
1084,68,Sulawesi,Youth,1,1
1085,62,Jawa Timur,Senior,43,1
1086,61,Jawa Tengah,Senior,22,2
1087,22,Kalimantan,Youth,23,1
1088,23,Kalimantan,Senior,19,2
1089,43,Jawa Tengah,Youth,18,2
1090,21,Jakarta,Senior,12,4
1091,36,Kalimantan,Adult,28,1
1092,37,Jawa Timur,Senior,28,1
1093,50,Sumatera,Youth,33,1
1094,37,Sumatera,Senior,19,2
1095,66,Jawa Barat,Youth,28,1
1096,29,Jawa Barat,Youth,37,3
1097,64,Sumatera,Adult,26,2
1098,18,Sumatera,Adult,35,2
1099,43,Sulawesi,Youth,34,2
1100,31,Jawa Timur,Senior,35,1
1101,55,Jawa Tengah,Youth,40,1
1102,54,Jawa Barat,Youth,16,1
1103,28,Sulawesi,Senior,38,2
1104,53,Sulawesi,Senior,13,1
1105,30,Jawa Tengah,Senior,23,1
1106,60,Sulawesi,Senior,22,4
1107,20,Jawa Timur,Youth,16,1
1108,50,Sumatera,Youth,28,3
1109,23,Kalimantan,Adult,35,3
1110,67,Jawa Tengah,Youth,45,1
1111,27,Sumatera,Senior,46,1
1112,22,Sumatera,Adult,8,1
1113,40,Jakarta,Senior,44,2
1114,27,Jawa Tengah,Youth,22,2
1115,61,Sulawesi,Adult,21,3
1116,19,Kalimantan,Senior,26,4
1117,30,Jawa Tengah,Adult,40,2
1118,57,Sulawesi,Adult,21,1
1119,19,Sumatera,Youth,25,1
1120,37,Kalimantan,Senior,41,3
1121,18,Sulawesi,Adult,1,1
1122,54,Jawa Timur,Adult,6,1
1123,26,Sulawesi,Senior,23,3
1124,34,Jakarta,Adult,23,2
1125,26,Sumatera,Adult,43,4
1126,28,Sulawesi,Adult,43,2
1127,32,Jawa Barat,Senior,23,1
1128,41,Jawa Barat,Senior,32,4
1129,55,Jakarta,Senior,30,1
1130,52,Jawa Timur,Senior,13,1
1131,47,Sumatera,Youth,43,2
1132,48,Jawa Tengah,Adult,18,1
1133,66,Jakarta,Senior,23,2
1134,22,Jawa Timur,Adult,15,1
1135,61,Jawa Tengah,Adult,33,2
1136,67,Jawa Barat,Youth,21,2
1137,31,Jawa Barat,Senior,39,3
1138,28,Jawa Tengah,Senior,23,3
1139,26,Jakarta,Adult,27,1
1140,51,Jawa Barat,Senior,45,2
1141,29,Sumatera,Adult,44,2
1142,52,Kalimantan,Adult,18,1
1143,52,Sulawesi,Youth,24,3
1144,18,Jawa Tengah,Youth,47,3
1145,57,Jawa Tengah,Youth,40,1
1146,39,Jawa Barat,Adult,42,2
1147,46,Jakarta,Senior,7,1
1148,25,Sumatera,Youth,20,2
1149,28,Jakarta,Senior,27,1
1150,58,Jawa Timur,Youth,6,4
1151,54,Jawa Timur,Youth,27,3
1152,31,Kalimantan,Adult,9,2
1153,47,Jawa Barat,Youth,45,2
1154,52,Jawa Barat,Youth,31,4
1155,38,Jawa Barat,Adult,21,2
1156,54,Kalimantan,Senior,26,1
1157,22,Jawa Timur,Youth,40,2
1158,36,Jakarta,Adult,45,3
1159,31,Kalimantan,Youth,13,2
1160,43,Kalimantan,Adult,23,2
1161,21,Jakarta,Senior,20,3
1162,42,Jawa Barat,Senior,37,3
1163,62,Sumatera,Adult,28,4
1164,59,Jakarta,Adult,17,1
1165,42,Jawa Timur,Adult,28,2
1166,35,Jawa Tengah,Senior,41,3
1167,57,Jawa Tengah,Youth,2,3
1168,25,Sulawesi,Senior,25,2
1169,56,Sulawesi,Adult,41,1
1170,57,Kalimantan,Adult,6,3
1171,31,Jawa Tengah,Senior,11,3
1172,49,Sumatera,Adult,38,1
1173,68,Jawa Barat,Senior,6,2
1174,55,Jawa Timur,Adult,45,1
1175,50,Sulawesi,Youth,11,1
1176,40,Sumatera,Youth,14,1
1177,32,Jawa Timur,Adult,2,2
1178,50,Jawa Timur,Senior,40,2
1179,42,Jawa Barat,Youth,3,2
1180,34,Kalimantan,Senior,35,2
1181,50,Jawa Tengah,Adult,33,3
1182,64,Jawa Barat,Senior,24,1
1183,19,Sumatera,Youth,19,1
1184,31,Kalimantan,Senior,18,3
1185,57,Sumatera,Senior,24,1
1186,57,Kalimantan,Adult,45,4
1187,68,Sulawesi,Adult,35,3
1188,56,Sumatera,Adult,1,2
1189,68,Jawa Barat,Youth,36,4
1190,23,Kalimantan,Youth,25,1
1191,23,Kalimantan,Adult,45,1
1192,20,Jawa Timur,Adult,43,2
1193,24,Jawa Timur,Youth,34,2
1194,68,Jakarta,Youth,25,4
1195,25,Sumatera,Youth,16,1
1196,59,Jawa Timur,Youth,34,2
1197,69,Jakarta,Adult,29,2
1198,32,Sulawesi,Youth,19,2
1199,64,Sulawesi,Adult,23,1
1200,46,Jawa Timur,Senior,19,2
1201,50,Sumatera,Senior,25,3
1202,69,Kalimantan,Youth,16,1
1203,47,Jawa Tengah,Senior,9,3
1204,56,Sumatera,Senior,1,2
1205,44,Jawa Barat,Senior,42,3
1206,53,Sulawesi,Youth,19,3
1207,46,Jawa Timur,Youth,33,1
1208,55,Jawa Timur,Senior,34,2
1209,50,Kalimantan,Adult,16,3
1210,54,Jawa Barat,Senior,44,2
1211,44,Kalimantan,Youth,40,4
1212,50,Jawa Barat,Youth,18,2
1213,21,Jawa Tengah,Youth,34,1
1214,39,Sulawesi,Senior,25,2
1215,19,Jawa Timur,Adult,45,4
1216,27,Jawa Timur,Youth,6,1
1217,22,Jawa Tengah,Youth,21,3
1218,27,Jakarta,Senior,6,3
1219,50,Sulawesi,Adult,32,2
1220,55,Kalimantan,Senior,41,1
1221,30,Jawa Tengah,Youth,43,3
1222,48,Kalimantan,Adult,39,1
1223,64,Sumatera,Adult,31,3
1224,53,Jawa Timur,Youth,42,2
1225,62,Kalimantan,Adult,10,2
1226,41,Jawa Barat,Adult,30,3
1227,69,Kalimantan,Senior,18,2
1228,32,Sumatera,Youth,24,2
1229,46,Sulawesi,Youth,9,2
1230,25,Jawa Timur,Youth,31,2
1231,22,Jawa Tengah,Youth,15,2
1232,46,Sumatera,Youth,4,3
1233,64,Jawa Timur,Adult,40,2
1234,21,Kalimantan,Senior,9,2
1235,29,Sulawesi,Youth,45,2
1236,62,Jakarta,Senior,9,1
1237,19,Sulawesi,Senior,26,1
1238,44,Jakarta,Adult,4,4
1239,48,Jawa Barat,Youth,17,3
1240,68,Sulawesi,Adult,16,2
1241,68,Jawa Timur,Youth,15,2
1242,53,Jakarta,Adult,35,1
1243,53,Jawa Tengah,Senior,5,2
1244,43,Jawa Timur,Youth,5,2
1245,60,Jawa Tengah,Senior,20,2
1246,44,Sulawesi,Senior,15,2
1247,22,Jawa Tengah,Adult,18,1
1248,37,Jakarta,Youth,47,1
1249,28,Jawa Timur,Senior,2,4
1250,27,Kalimantan,Adult,29,2
1251,57,Sumatera,Youth,13,2
1252,55,Jakarta,Youth,4,1
1253,23,Jakarta,Senior,42,1
1254,25,Kalimantan,Youth,45,3
1255,40,Jawa Timur,Senior,10,2
1256,64,Jawa Timur,Youth,31,2
1257,43,Sulawesi,Adult,41,1
1258,63,Jawa Tengah,Senior,8,3
1259,60,Sulawesi,Senior,3,1
1260,29,Kalimantan,Youth,46,1
1261,43,Sulawesi,Youth,9,2
1262,30,Kalimantan,Senior,30,1
1263,57,Jawa Timur,Youth,11,1
1264,35,Jawa Tengah,Adult,35,2
1265,42,Sulawesi,Youth,37,2
1266,50,Jakarta,Adult,42,3
1267,64,Jawa Barat,Adult,13,2
1268,57,Sumatera,Adult,36,1
1269,60,Jakarta,Adult,13,1
1270,29,Jawa Timur,Adult,12,4
1271,61,Sumatera,Youth,37,2
1272,53,Jawa Barat,Adult,10,3
1273,65,Jawa Barat,Youth,9,1
1274,21,Jawa Tengah,Adult,7,2
1275,22,Sumatera,Senior,2,1
1276,54,Jawa Tengah,Adult,23,2
1277,25,Jakarta,Senior,39,4
1278,59,Kalimantan,Adult,40,4
1279,66,Kalimantan,Adult,39,2
1280,45,Kalimantan,Adult,21,2
1281,48,Sumatera,Senior,23,4
1282,26,Kalimantan,Senior,29,2
1283,68,Jakarta,Adult,14,1
1284,46,Jawa Tengah,Youth,26,2
1285,31,Sumatera,Adult,5,1
1286,57,Jawa Tengah,Senior,31,2
1287,58,Sumatera,Adult,25,2
1288,39,Jawa Tengah,Senior,31,2
1289,28,Jawa Barat,Senior,20,2
1290,40,Jawa Tengah,Senior,44,1
1291,18,Kalimantan,Adult,17,2
1292,63,Jawa Barat,Senior,45,3
1293,54,Jawa Tengah,Senior,2,2
1294,38,Sumatera,Adult,25,1
1295,43,Sumatera,Senior,13,4
1296,63,Sumatera,Adult,39,4
1297,53,Jawa Timur,Senior,28,1
1298,40,Jakarta,Youth,42,1
1299,18,Sumatera,Youth,6,3
1300,68,Jawa Barat,Senior,3,3
1301,57,Sumatera,Youth,35,4
1302,32,Jawa Timur,Adult,18,3
1303,38,Kalimantan,Youth,11,2
1304,64,Jawa Barat,Senior,20,2
1305,26,Jawa Timur,Senior,5,1
1306,26,Kalimantan,Adult,19,1
1307,27,Sulawesi,Senior,22,2
1308,69,Sulawesi,Adult,19,2
1309,43,Jawa Barat,Youth,47,2
1310,58,Jawa Tengah,Youth,16,3
1311,52,Jakarta,Adult,24,1
1312,69,Jakarta,Adult,41,2
1313,42,Jawa Timur,Senior,4,1
1314,43,Kalimantan,Youth,15,2
1315,28,Jakarta,Adult,25,3
1316,55,Kalimantan,Youth,44,2
1317,19,Kalimantan,Adult,35,4
1318,24,Jawa Timur,Youth,14,1
1319,35,Jawa Timur,Senior,19,2
1320,44,Jawa Timur,Youth,38,1
1321,51,Jakarta,Youth,36,2
1322,44,Sulawesi,Youth,7,3
1323,34,Jawa Timur,Youth,30,2
1324,60,Jakarta,Youth,19,3
1325,61,Jawa Timur,Senior,25,1
1326,68,Sumatera,Adult,16,3
1327,41,Kalimantan,Youth,47,1
1328,42,Jawa Timur,Senior,40,3
1329,24,Jawa Barat,Youth,8,1
1330,69,Kalimantan,Youth,18,1
1331,23,Kalimantan,Adult,28,2
1332,41,Jawa Timur,Youth,16,4
1333,50,Sulawesi,Senior,19,1
1334,66,Jawa Tengah,Senior,42,2
1335,46,Sulawesi,Adult,17,3
1336,60,Jawa Timur,Youth,45,2
1337,39,Kalimantan,Senior,13,1
1338,43,Jawa Barat,Youth,7,2
1339,45,Kalimantan,Youth,27,2
1340,67,Sulawesi,Youth,10,4
1341,38,Jawa Barat,Adult,34,3
1342,66,Jakarta,Youth,36,2
1343,24,Sumatera,Senior,25,4
1344,34,Kalimantan,Youth,6,2
1345,37,Jawa Timur,Senior,24,1
1346,58,Jakarta,Youth,18,1
1347,66,Sumatera,Senior,23,2
1348,37,Jawa Timur,Senior,6,1
1349,39,Jawa Tengah,Youth,29,4
1350,45,Jawa Timur,Youth,25,3
1351,57,Jawa Barat,Senior,17,1
1352,66,Jawa Barat,Adult,46,2
1353,24,Jawa Tengah,Youth,24,3
1354,18,Jakarta,Adult,11,4
1355,49,Sumatera,Youth,26,3
1356,30,Jawa Timur,Youth,34,2
1357,47,Jawa Barat,Youth,28,3
1358,40,Jakarta,Youth,3,2
1359,68,Jawa Tengah,Adult,11,2
1360,36,Sulawesi,Youth,38,1
1361,49,Kalimantan,Senior,14,1
1362,47,Sulawesi,Senior,26,2
1363,46,Sulawesi,Adult,21,1
1364,66,Jawa Barat,Youth,39,1
1365,62,Jawa Tengah,Senior,30,3
1366,46,Jawa Timur,Adult,8,1
1367,47,Sulawesi,Youth,20,2
1368,33,Sulawesi,Senior,32,2
1369,57,Sumatera,Senior,22,4
1370,36,Jawa Barat,Adult,7,2
1371,35,Jawa Barat,Youth,9,1
1372,18,Jawa Timur,Youth,45,2
1373,31,Kalimantan,Senior,1,3
1374,68,Jakarta,Senior,29,4
1375,64,Sumatera,Senior,8,2
1376,67,Jawa Barat,Youth,4,1
1377,19,Sumatera,Adult,35,4
1378,45,Jawa Barat,Adult,3,1
1379,66,Sumatera,Youth,45,2
1380,67,Jawa Tengah,Adult,40,2
1381,47,Sulawesi,Senior,7,1
1382,55,Jawa Barat,Adult,27,1
1383,68,Sumatera,Adult,1,1
1384,21,Jakarta,Adult,27,2
1385,18,Jawa Tengah,Senior,16,4
1386,25,Jawa Tengah,Youth,38,1
1387,46,Jakarta,Senior,7,3
1388,56,Sumatera,Youth,44,1
1389,20,Jawa Timur,Youth,23,2
1390,49,Jakarta,Youth,41,1
1391,27,Sumatera,Adult,11,4
1392,27,Jakarta,Adult,42,3
1393,36,Jakarta,Youth,33,2
1394,63,Jawa Barat,Youth,36,3
1395,51,Sumatera,Adult,37,2
1396,50,Jawa Timur,Senior,41,4
1397,40,Sulawesi,Youth,17,3
1398,45,Jawa Barat,Senior,35,4
1399,49,Jakarta,Adult,5,2
1400,67,Sulawesi,Youth,32,1
1401,24,Kalimantan,Senior,3,2
1402,46,Sulawesi,Senior,47,1
1403,25,Jakarta,Senior,35,2
1404,18,Jakarta,Adult,14,2
1405,20,Sumatera,Adult,31,2
1406,41,Sumatera,Senior,31,1
1407,40,Jawa Barat,Senior,17,1
1408,25,Jawa Timur,Adult,24,2
1409,64,Jawa Barat,Senior,23,4
1410,54,Jawa Tengah,Senior,18,2
1411,20,Jakarta,Adult,14,2
1412,68,Sulawesi,Senior,15,3
1413,50,Kalimantan,Senior,15,2
1414,45,Jakarta,Senior,6,1
1415,64,Jakarta,Adult,27,2
1416,25,Jawa Barat,Senior,15,1
1417,51,Kalimantan,Adult,36,4
1418,52,Kalimantan,Adult,8,1
1419,49,Kalimantan,Youth,15,2
1420,41,Jawa Barat,Youth,3,1
1421,31,Jakarta,Senior,47,1
1422,49,Jawa Barat,Adult,13,3
1423,63,Sumatera,Youth,41,1
1424,60,Sumatera,Senior,34,1
1425,33,Jawa Barat,Youth,24,2
1426,21,Kalimantan,Youth,40,1
1427,69,Jakarta,Adult,32,1
1428,54,Jawa Barat,Adult,32,3
