"customer_id","data_segment","avg_gb"
"214","Medium User","10.3"
"259","Medium User","10.3"
"601","Medium User","10.3"
"771","Medium User","10.3"
"1686","Medium User","10.3"
"589","Medium User","10.3"
"1095","Medium User","10.3"
"846","Medium User","10.3"
"1397","Medium User","10.3"
"725","Medium User","10.2"
"1217","Medium User","10.2"
"1437","Medium User","10.2"
"168","Medium User","10.2"
"130","Medium User","10.2"
"688","Medium User","10.2"
"1389","Medium User","10.2"
"1766","Medium User","10.2"
"1169","Medium User","10.2"
"1323","Medium User","10.2"
"235","Medium User","10.2"
"1676","Medium User","10.2"
"1668","Medium User","10.2"
"1797","Medium User","10.2"
"1998","Medium User","10.2"
"631","Medium User","10.2"
"1965","Medium User","10.2"
"1887","Medium User","10.2"
"1581","Medium User","10.2"
"499","Medium User","10.2"
"703","Medium User","10.2"
"174","Medium User","10.2"
"1016","Medium User","10.2"
"500","Medium User","10.2"
"1545","Medium User","10.2"
"574","Medium User","10.2"
"907","Medium User","10.2"
"18","Medium User","10.2"
"369","Medium User","10.1"
"1281","Medium User","10.1"
"433","Medium User","10.1"
"974","Medium User","10.1"
"128","Medium User","10.1"
"1481","Medium User","10.1"
"658","Medium User","10.1"
"145","Medium User","10.1"
"1963","Medium User","10.1"
"478","Medium User","10.1"
"1022","Medium User","10.1"
"996","Medium User","10.1"
"819","Medium User","10.1"
"1661","Medium User","10.1"
"125","Medium User","10.1"
"705","Medium User","10.1"
"508","Medium User","10.1"
"1056","Medium User","10.1"
"1746","Medium User","10.1"
"1229","Medium User","10.1"
"1742","Medium User","10.1"
"684","Medium User","10.1"
"959","Medium User","10.1"
"469","Medium User","10.1"
"1374","Medium User","10.1"
"1148","Medium User","10.1"
"445","Medium User","10.1"
"1696","Medium User","10.1"
"275","Medium User","10.1"
"938","Medium User","10.1"
"1069","Medium User","10.1"
"1441","Medium User","10.1"
"1780","Medium User","10.1"
"367","Medium User","10.1"
"593","Medium User","10.1"
"1717","Medium User","10.1"
"163","Light User","10.0"
"296","Light User","10.0"
"1007","Medium User","10.0"
"1765","Medium User","10.0"
"788","Medium User","10.0"
"452","Light User","10.0"
"454","Light User","10.0"
"2","Light User","10.0"
"761","Medium User","10.0"
"118","Medium User","10.0"
"1394","Medium User","10.0"
"323","Light User","10.0"
"831","Medium User","10.0"
"626","Medium User","10.0"
"1959","Light User","10.0"
"1259","Light User","10.0"
"458","Medium User","10.0"
"392","Medium User","10.0"
"390","Light User","10.0"
"1767","Light User","10.0"
"1809","Medium User","10.0"
"930","Medium User","10.0"
"1011","Medium User","10.0"
"1246","Medium User","10.0"
"308","Light User","10.0"
"1729","Medium User","10.0"
"1533","Medium User","10.0"
"126","Light User","10.0"
"1508","Light User","10.0"
"1662","Light User","10.0"
"824","Light User","10.0"
"264","Light User","9.9"
"1460","Light User","9.9"
"894","Light User","9.9"
"1555","Light User","9.9"
"1402","Light User","9.9"
"1379","Light User","9.9"
"1357","Light User","9.9"
"1883","Light User","9.9"
"900","Light User","9.9"
"1756","Light User","9.9"
"1675","Light User","9.9"
"73","Light User","9.9"
"1102","Light User","9.9"
"54","Light User","9.9"
"1175","Light User","9.9"
"448","Light User","9.9"
"1987","Light User","9.9"
"1421","Light User","9.9"
"841","Light User","9.9"
"534","Light User","9.9"
"33","Light User","9.9"
"1795","Light User","9.9"
"734","Light User","9.9"
"436","Light User","9.9"
"541","Light User","9.9"
"153","Light User","9.9"
"1531","Light User","9.9"
"481","Light User","9.9"
"1290","Light User","9.9"
"583","Light User","9.9"
"1964","Light User","9.9"
"1372","Light User","9.9"
"890","Light User","9.9"
"1419","Light User","9.9"
"627","Light User","9.9"
"274","Light User","9.9"
"45","Light User","9.9"
"1826","Light User","9.9"
"143","Light User","9.9"
"687","Light User","9.9"
"1639","Light User","9.9"
"535","Light User","9.8"
"908","Light User","9.8"
"1843","Light User","9.8"
"1890","Light User","9.8"
"1050","Light User","9.8"
"265","Light User","9.8"
"1344","Light User","9.8"
"1557","Light User","9.8"
"1636","Light User","9.8"
"528","Light User","9.8"
"1428","Light User","9.8"
"1551","Light User","9.8"
"1869","Light User","9.8"
"1184","Light User","9.8"
"416","Light User","9.8"
"732","Light User","9.8"
"522","Light User","9.8"
"559","Light User","9.8"
"850","Light User","9.8"
"1892","Light User","9.8"
"1003","Light User","9.8"
"1760","Light User","9.8"
"963","Light User","9.8"
"1284","Light User","9.8"
"1554","Light User","9.8"
"59","Light User","9.8"
"1068","Light User","9.8"
"134","Light User","9.8"
"818","Light User","9.8"
"804","Light User","9.8"
"1382","Light User","9.8"
"1689","Light User","9.8"
"934","Light User","9.8"
"922","Light User","9.8"
"1680","Light User","9.8"
"1470","Light User","9.8"
"446","Light User","9.8"
"931","Light User","9.8"
"928","Light User","9.7"
"1617","Light User","9.7"
"1351","Light User","9.7"
"132","Light User","9.7"
"1560","Light User","9.7"
"1020","Light User","9.7"
"1635","Light User","9.7"
"483","Light User","9.7"
"1644","Light User","9.7"
"1928","Light User","9.7"
"1732","Light User","9.7"
"892","Light User","9.7"
"618","Light User","9.7"
"450","Light User","9.7"
"1096","Light User","9.7"
"634","Light User","9.7"
"1115","Light User","9.7"
"1250","Light User","9.7"
"1328","Light User","9.7"
"1650","Light User","9.7"
"1294","Light User","9.7"
"1877","Light User","9.7"
"185","Light User","9.7"
"383","Light User","9.7"
"518","Light User","9.7"
"1334","Light User","9.7"
"203","Light User","9.7"
"1289","Light User","9.7"
"1168","Light User","9.7"
"1924","Light User","9.7"
"949","Light User","9.7"
"248","Light User","9.7"
"1788","Light User","9.7"
"1242","Light User","9.7"
"377","Light User","9.7"
"1385","Light User","9.7"
"1919","Light User","9.7"
"845","Light User","9.7"
"1190","Light User","9.7"
"405","Light User","9.6"
"338","Light User","9.6"
"1975","Light User","9.6"
"946","Light User","9.6"
"473","Light User","9.6"
"1059","Light User","9.6"
"75","Light User","9.6"
"1241","Light User","9.6"
"158","Light User","9.6"
"205","Light User","9.6"
"1353","Light User","9.6"
"1601","Light User","9.6"
"1918","Light User","9.6"
"400","Light User","9.6"
"1080","Light User","9.6"
"1403","Light User","9.6"
"344","Light User","9.6"
"561","Light User","9.6"
"1830","Light User","9.6"
"1399","Light User","9.6"
"1688","Light User","9.6"
"1638","Light User","9.6"
"1392","Light User","9.6"
"927","Light User","9.5"
"102","Light User","9.5"
"1292","Light User","9.5"
"57","Light User","9.5"
"864","Light User","9.5"
"1655","Light User","9.5"
"1708","Light User","9.5"
"457","Light User","9.5"
"1915","Light User","9.5"
"1263","Light User","9.5"
"1909","Light User","9.5"
"855","Light User","9.5"
"1546","Light User","9.5"
"187","Light User","9.5"
"1597","Light User","9.5"
"348","Light User","9.5"
"1810","Light User","9.5"
"1167","Light User","9.5"
"363","Light User","9.5"
"447","Light User","9.5"
"1164","Light User","9.5"
"1984","Light User","9.5"
"1396","Light User","9.5"
"1038","Light User","9.5"
"936","Light User","9.5"
"360","Light User","9.5"
"1446","Light User","9.5"
"1130","Light User","9.5"
"310","Light User","9.5"
"915","Light User","9.5"
"1025","Light User","9.5"
"823","Light User","9.5"
"121","Light User","9.5"
"1362","Light User","9.5"
"610","Light User","9.5"
"961","Light User","9.5"
"1568","Light User","9.4"
"1274","Light User","9.4"
"1719","Light User","9.4"
"250","Light User","9.4"
"260","Light User","9.4"
"1418","Light User","9.4"
"412","Light User","9.4"
"1118","Light User","9.4"
"924","Light User","9.4"
"1411","Light User","9.4"
"1413","Light User","9.4"
"1048","Light User","9.4"
"875","Light User","9.4"
"270","Light User","9.4"
"1037","Light User","9.4"
"1248","Light User","9.4"
"1070","Light User","9.4"
"1656","Light User","9.4"
"856","Light User","9.4"
"573","Light User","9.4"
"1874","Light User","9.4"
"616","Light User","9.4"
"1589","Light User","9.4"
"911","Light User","9.4"
"11","Light User","9.4"
"757","Light User","9.4"
"1450","Light User","9.4"
"492","Light User","9.4"
"1254","Light User","9.4"
"1461","Light User","9.4"
"1651","Light User","9.4"
"1097","Light User","9.4"
"867","Light User","9.3"
"1912","Light User","9.3"
"503","Light User","9.3"
"1045","Light User","9.3"
"586","Light User","9.3"
"565","Light User","9.3"
"1348","Light User","9.3"
"1456","Light User","9.3"
"152","Light User","9.3"
"1054","Light User","9.3"
"1665","Light User","9.3"
"1818","Light User","9.3"
"532","Light User","9.3"
"1599","Light User","9.3"
"501","Light User","9.3"
"718","Light User","9.3"
"1898","Light User","9.3"
"796","Light User","9.3"
"801","Light User","9.3"
"945","Light User","9.3"
"1778","Light User","9.3"
"509","Light User","9.3"
"1049","Light User","9.3"
"1983","Light User","9.3"
"440","Light User","9.3"
"417","Light User","9.3"
"1737","Light User","9.3"
"229","Light User","9.3"
"424","Light User","9.2"
"119","Light User","9.2"
"239","Light User","9.2"
"1725","Light User","9.2"
"1552","Light User","9.2"
"1932","Light User","9.2"
"327","Light User","9.2"
"507","Light User","9.2"
"1522","Light User","9.2"
"1888","Light User","9.2"
"301","Light User","9.2"
"1562","Light User","9.2"
"155","Light User","9.2"
"294","Light User","9.2"
"862","Light User","9.2"
"756","Light User","9.2"
"806","Light User","9.2"
"1440","Light User","9.2"
"1856","Light User","9.2"
"1149","Light User","9.2"
"558","Light User","9.2"
"1329","Light User","9.2"
"539","Light User","9.2"
"628","Light User","9.2"
"1627","Light User","9.2"
"1633","Light User","9.2"
"871","Light User","9.2"
"1098","Light User","9.2"
"443","Light User","9.2"
"1813","Light User","9.2"
"144","Light User","9.1"
"847","Light User","9.1"
"1156","Light User","9.1"
"58","Light User","9.1"
"1974","Light User","9.1"
"1301","Light User","9.1"
"1577","Light User","9.1"
"112","Light User","9.1"
"1678","Light User","9.1"
"211","Light User","9.1"
"1466","Light User","9.1"
"1104","Light User","9.1"
"136","Light User","9.1"
"625","Light User","9.1"
"399","Light User","9.1"
"328","Light User","9.1"
"1457","Light User","9.1"
"321","Light User","9.1"
"1212","Light User","9.1"
"1497","Light User","9.1"
"120","Light User","9.1"
"140","Light User","9.1"
"1798","Light User","9.1"
"55","Light User","9.1"
"1564","Light User","9.1"
"999","Light User","9.1"
"1621","Light User","9.1"
"835","Light User","9.1"
"1990","Light User","9.1"
"531","Light User","9.1"
"332","Light User","9.0"
"1857","Light User","9.0"
"1047","Light User","9.0"
"986","Light User","9.0"
"364","Light User","9.0"
"1514","Light User","9.0"
"1010","Light User","9.0"
"546","Light User","9.0"
"459","Light User","9.0"
"1539","Light User","9.0"
"1370","Light User","9.0"
"1380","Light User","9.0"
"635","Light User","9.0"
"1216","Light User","9.0"
"590","Light User","9.0"
"287","Light User","9.0"
"1566","Light User","9.0"
"138","Light User","8.9"
"560","Light User","8.9"
"530","Light User","8.9"
"32","Light User","8.9"
"374","Light User","8.9"
"615","Light User","8.9"
"1463","Light User","8.9"
"655","Light User","8.9"
"1034","Light User","8.9"
"1783","Light User","8.9"
"1295","Light User","8.9"
"1587","Light User","8.9"
"1879","Light User","8.9"
"644","Light User","8.9"
"713","Light User","8.9"
"1035","Light User","8.9"
"656","Light User","8.9"
"103","Light User","8.9"
"1062","Light User","8.9"
"1369","Light User","8.9"
"1549","Light User","8.9"
"1373","Light User","8.9"
"1288","Light User","8.9"
"1092","Light User","8.9"
"872","Light User","8.9"
"1824","Light User","8.9"
"225","Light User","8.9"
"1521","Light User","8.9"
"371","Light User","8.8"
"727","Light User","8.8"
"870","Light User","8.8"
"319","Light User","8.8"
"1570","Light User","8.8"
"1925","Light User","8.8"
"4","Light User","8.8"
"1741","Light User","8.8"
"1608","Light User","8.8"
"1341","Light User","8.8"
"844","Light User","8.8"
"21","Light User","8.8"
"881","Light User","8.8"
"93","Light User","8.8"
"526","Light User","8.8"
"1057","Light User","8.8"
"1040","Light User","8.8"
"1138","Light User","8.8"
"889","Light User","8.8"
"981","Light User","8.8"
"359","Light User","8.8"
"253","Light User","8.8"
"189","Light User","8.8"
"27","Light User","8.8"
"1178","Light User","8.8"
"1311","Light User","8.8"
"69","Light User","8.8"
"758","Light User","8.8"
"912","Light User","8.7"
"376","Light User","8.7"
"479","Light User","8.7"
"1337","Light User","8.7"
"1078","Light User","8.7"
"606","Light User","8.7"
"135","Light User","8.7"
"36","Light User","8.7"
"1574","Light User","8.7"
"643","Light User","8.7"
"1315","Light User","8.7"
"1530","Light User","8.7"
"657","Light User","8.7"
"1709","Light User","8.7"
"324","Light User","8.7"
"218","Light User","8.7"
"740","Light User","8.7"
"511","Light User","8.7"
"1763","Light User","8.7"
"792","Light User","8.7"
"553","Light User","8.7"
"1084","Light User","8.7"
"1905","Light User","8.7"
"333","Light User","8.7"
"261","Light User","8.7"
"1786","Light User","8.7"
"1999","Light User","8.7"
"780","Light User","8.7"
"977","Light User","8.7"
"1907","Light User","8.7"
"1317","Light User","8.7"
"1445","Light User","8.7"
"1916","Light User","8.7"
"471","Light User","8.6"
"2000","Light User","8.6"
"751","Light User","8.6"
"1272","Light User","8.6"
"1106","Light User","8.6"
"106","Light User","8.6"
"40","Light User","8.6"
"1013","Light User","8.6"
"1790","Light User","8.6"
"1101","Light User","8.6"
"1515","Light User","8.6"
"745","Light User","8.6"
"662","Light User","8.6"
"1014","Light User","8.6"
"1123","Light User","8.6"
"80","Light User","8.6"
"1495","Light User","8.6"
"1663","Light User","8.6"
"1205","Light User","8.6"
"1083","Light User","8.6"
"762","Light User","8.6"
"1117","Light User","8.5"
"580","Light User","8.5"
"1825","Light User","8.5"
"1368","Light User","8.5"
"944","Light User","8.5"
"1543","Light User","8.5"
"298","Light User","8.5"
"735","Light User","8.5"
"1387","Light User","8.5"
"572","Light User","8.5"
"207","Light User","8.5"
"1858","Light User","8.5"
"1286","Light User","8.5"
"1063","Light User","8.5"
"868","Light User","8.5"
"84","Light User","8.5"
"252","Light User","8.5"
"1670","Light User","8.5"
"1776","Light User","8.5"
"869","Light User","8.5"
"955","Light User","8.5"
"991","Light User","8.5"
"1451","Light User","8.5"
"1474","Light User","8.5"
"1185","Light User","8.5"
"1253","Light User","8.5"
"910","Light User","8.5"
"1398","Light User","8.5"
"1738","Light User","8.5"
"1043","Light User","8.4"
"852","Light User","8.4"
"1116","Light User","8.4"
"802","Light User","8.4"
"619","Light User","8.4"
"536","Light User","8.4"
"346","Light User","8.4"
"1223","Light User","8.4"
"677","Light User","8.4"
"183","Light User","8.4"
"964","Light User","8.4"
"1023","Light User","8.4"
"1196","Light User","8.4"
"1345","Light User","8.4"
"1716","Light User","8.4"
"765","Light User","8.4"
"891","Light User","8.4"
"708","Light User","8.4"
"1849","Light User","8.4"
"1162","Light User","8.4"
"303","Light User","8.4"
"551","Light User","8.4"
"1891","Light User","8.3"
"292","Light User","8.3"
"1611","Light User","8.3"
"914","Light User","8.3"
"1978","Light User","8.3"
"669","Light User","8.3"
"1586","Light User","8.3"
"1723","Light User","8.3"
"879","Light User","8.3"
"1087","Light User","8.3"
"356","Light User","8.3"
"706","Light User","8.3"
"307","Light User","8.3"
"171","Light User","8.3"
"611","Light User","8.3"
"1135","Light User","8.3"
"1707","Light User","8.3"
"799","Light User","8.3"
"1444","Light User","8.3"
"164","Light User","8.3"
"283","Light User","8.3"
"1173","Light User","8.2"
"441","Light User","8.2"
"937","Light User","8.2"
"1706","Light User","8.2"
"1493","Light User","8.2"
"87","Light User","8.2"
"1265","Light User","8.2"
"53","Light User","8.2"
"1754","Light User","8.2"
"1342","Light User","8.2"
"1322","Light User","8.2"
"1906","Light User","8.2"
"373","Light User","8.2"
"1837","Light User","8.2"
"738","Light User","8.2"
"1455","Light User","8.1"
"300","Light User","8.1"
"197","Light User","8.1"
"957","Light User","8.1"
"722","Light User","8.1"
"843","Light User","8.1"
"444","Light User","8.1"
"1614","Light User","8.1"
"184","Light User","8.1"
"1988","Light User","8.1"
"208","Light User","8.1"
"828","Light User","8.1"
"1339","Light User","8.1"
"1296","Light User","8.1"
"724","Light User","8.1"
"1099","Light User","8.1"
"1506","Light User","8.1"
"353","Light User","8.1"
"213","Light User","8.1"
"607","Light User","8.1"
"167","Light User","8.1"
"428","Light User","8.1"
"1051","Light User","8.1"
"13","Light User","8.1"
"361","Light User","8.1"
"1232","Light User","8.1"
"1939","Light User","8.1"
"104","Light User","8.0"
"893","Light User","8.0"
"379","Light User","8.0"
"1355","Light User","8.0"
"966","Light User","8.0"
"1613","Light User","8.0"
"1966","Light User","8.0"
"421","Light User","8.0"
"1785","Light User","8.0"
"514","Light User","8.0"
"1724","Light User","8.0"
"1347","Light User","8.0"
"884","Light User","8.0"
"1720","Light User","8.0"
"1103","Light User","8.0"
"467","Light User","8.0"
"1330","Light User","8.0"
"194","Light User","8.0"
"1484","Light User","8.0"
"1409","Light User","8.0"
"117","Light User","8.0"
"692","Light User","8.0"
"470","Light User","8.0"
"1727","Light User","7.9"
"570","Light User","7.9"
"709","Light User","7.9"
"1642","Light User","7.9"
"1082","Light User","7.9"
"1726","Light User","7.9"
"474","Light User","7.9"
"790","Light User","7.9"
"777","Light User","7.9"
"768","Light User","7.9"
"190","Light User","7.9"
"815","Light User","7.9"
"1055","Light User","7.9"
"83","Light User","7.9"
"854","Light User","7.9"
"555","Light User","7.9"
"951","Light User","7.9"
"426","Light User","7.9"
"1868","Light User","7.9"
"1430","Light User","7.9"
"1580","Light User","7.8"
"1147","Light User","7.8"
"1870","Light User","7.8"
"1006","Light User","7.8"
"1961","Light User","7.8"
"830","Light User","7.8"
"883","Light User","7.8"
"1752","Light User","7.8"
"1972","Light User","7.8"
"956","Light User","7.8"
"146","Light User","7.8"
"493","Light User","7.8"
"393","Light User","7.7"
"147","Light User","7.7"
"1908","Light User","7.7"
"1220","Light User","7.7"
"1408","Light User","7.7"
"410","Light User","7.7"
"918","Light User","7.7"
"877","Light User","7.7"
"1472","Light User","7.7"
"1884","Light User","7.7"
"533","Light User","7.7"
"1801","Light User","7.7"
"554","Light User","7.7"
"578","Light User","7.7"
"1684","Light User","7.7"
"1841","Light User","7.7"
"1100","Light User","7.7"
"821","Light User","7.7"
"166","Light User","7.6"
"1600","Light User","7.6"
"739","Light User","7.6"
"494","Light User","7.6"
"198","Light User","7.6"
"807","Light User","7.6"
"1590","Light User","7.6"
"1948","Light User","7.6"
"1876","Light User","7.6"
"811","Light User","7.6"
"77","Light User","7.6"
"91","Light User","7.6"
"1191","Light User","7.5"
"408","Light User","7.5"
"476","Light User","7.5"
"1012","Light User","7.5"
"28","Light User","7.5"
"1204","Light User","7.5"
"909","Light User","7.5"
"1649","Light User","7.5"
"1787","Light User","7.5"
"62","Light User","7.5"
"1872","Light User","7.4"
"665","Light User","7.4"
"1163","Light User","7.4"
"1510","Light User","7.4"
"1425","Light User","7.4"
"1875","Light User","7.4"
"1844","Light User","7.4"
"544","Light User","7.4"
"1711","Light User","7.4"
"212","Light User","7.3"
"1358","Light User","7.3"
"1024","Light User","7.3"
"1336","Light User","7.3"
"439","Light User","7.3"
"825","Light User","7.3"
"79","Light User","7.3"
"1112","Light User","7.3"
"1968","Light User","7.3"
"1547","Light User","7.3"
"1376","Light User","7.3"
"710","Light User","7.3"
"1736","Light User","7.2"
"302","Light User","7.2"
"1936","Light User","7.2"
"1302","Light User","7.2"
"81","Light User","7.2"
"1817","Light User","7.2"
"550","Light User","7.2"
"789","Light User","7.2"
"354","Light User","7.2"
"263","Light User","7.2"
"1910","Light User","7.2"
"1215","Light User","7.2"
"1243","Light User","7.2"
"209","Light User","7.2"
"1406","Light User","7.2"
"315","Light User","7.2"
"1943","Light User","7.2"
"23","Light User","7.2"
"1153","Light User","7.2"
"1277","Light User","7.2"
"1192","Light User","7.2"
"1291","Light User","7.2"
"1395","Light User","7.1"
"1845","Light User","7.1"
"1144","Light User","7.1"
"925","Light User","7.1"
"97","Light User","7.1"
"639","Light User","7.1"
"232","Light User","7.1"
"1609","Light User","7.1"
"980","Light User","7.1"
"1251","Light User","7.1"
"1931","Light User","7.1"
"714","Light User","7.1"
"109","Light User","7.1"
"1804","Light User","7.1"
"256","Light User","7.1"
"230","Light User","7.1"
"1954","Light User","7.0"
"437","Light User","7.0"
"1300","Light User","7.0"
"141","Light User","7.0"
"1833","Light User","7.0"
"1143","Light User","7.0"
"848","Light User","7.0"
"832","Light User","7.0"
"1200","Light User","7.0"
"200","Light User","7.0"
"47","Light User","7.0"
"1287","Light User","7.0"
"1283","Light User","7.0"
"1529","Light User","7.0"
"962","Light User","6.9"
"1230","Light User","6.9"
"632","Light User","6.9"
"880","Light User","6.9"
"1803","Light User","6.9"
"1625","Light User","6.9"
"1155","Light User","6.9"
"953","Light User","6.9"
"1897","Light User","6.9"
"965","Light User","6.9"
"1836","Light User","6.9"
"1832","Light User","6.9"
"1523","Light User","6.9"
"695","Light User","6.9"
"1383","Light User","6.9"
"1893","Light User","6.8"
"1930","Light User","6.8"
"513","Light User","6.8"
"1583","Light User","6.8"
"1509","Light User","6.8"
"1630","Light User","6.8"
"744","Light User","6.8"
"763","Light User","6.8"
"505","Light User","6.8"
"1186","Light User","6.8"
"989","Light User","6.8"
"1641","Light User","6.8"
"903","Light User","6.8"
"598","Light User","6.8"
"1946","Light User","6.8"
"923","Light User","6.7"
"56","Light User","6.7"
"1","Light User","6.7"
"413","Light User","6.7"
"752","Light User","6.7"
"1827","Light User","6.7"
"994","Light User","6.7"
"1556","Light User","6.7"
"1154","Light User","6.7"
"1030","Light User","6.7"
"1922","Light User","6.7"
"1244","Light User","6.7"
"1435","Light User","6.6"
"195","Light User","6.6"
"51","Light User","6.6"
"1604","Light User","6.6"
"1973","Light User","6.6"
"1276","Light User","6.6"
"919","Light User","6.6"
"797","Light User","6.6"
"809","Light User","6.6"
"836","Light User","6.6"
"750","Light User","6.6"
"1032","Light User","6.6"
"1269","Light User","6.6"
"1779","Light User","6.5"
"917","Light User","6.5"
"254","Light User","6.5"
"1903","Light User","6.5"
"1571","Light User","6.5"
"122","Light User","6.5"
"939","Light User","6.5"
"1407","Light User","6.4"
"1739","Light User","6.4"
"243","Light User","6.4"
"449","Light User","6.4"
"517","Light User","6.4"
"1218","Light User","6.4"
"1159","Light User","6.4"
"1730","Light User","6.4"
"233","Light User","6.4"
"691","Light User","6.3"
"1997","Light User","6.3"
"683","Light User","6.3"
"992","Light User","6.3"
"491","Light User","6.3"
"1958","Light User","6.2"
"151","Light User","6.2"
"415","Light User","6.2"
"210","Light User","6.2"
"1698","Light User","6.1"
"98","Light User","6.1"
"382","Light User","6.1"
"1201","Light User","6.1"
"839","Light User","6.1"
"887","Light User","6.1"
"1808","Light User","6.1"
"1769","Light User","6.0"
"115","Light User","6.0"
"1073","Light User","6.0"
"920","Light User","6.0"
"529","Light User","6.0"
"667","Light User","5.9"
"1772","Light User","5.9"
"1000","Light User","5.9"
"362","Light User","5.9"
"630","Light User","5.9"
"9","Light User","5.9"
"1715","Light User","5.9"
"423","Light User","5.9"
"1534","Light User","5.9"
"278","Light User","5.9"
"244","Light User","5.8"
"1361","Light User","5.8"
"1231","Light User","5.7"
"1799","Light User","5.7"
"1199","Light User","5.7"
"349","Light User","5.7"
"564","Light User","5.6"
"1094","Light User","5.6"
"1542","Light User","5.5"
"1819","Light User","5.5"
"1735","Light User","5.5"
"672","Light User","5.5"
"258","Light User","5.4"
"96","Light User","5.4"
"1333","Light User","5.4"
"222","Light User","5.4"
"48","Light User","5.3"
"25","Light User","5.3"
"1971","Light User","5.1"
"1393","Light User","5.1"
"899","Light User","5.1"
"318","Light User","5.0"
"1028","Light User","5.0"
"954","Light User","4.9"
"1773","Light User","4.9"
"1459","Light User","4.9"
"874","Light User","4.9"
"1703","Light User","4.8"
"1850","Light User","4.7"
"1550","Light User","4.7"
"1237","Light User","4.6"
"487","Light User","4.5"
"427","Light User","4.5"
"71","Light User","4.5"
"778","Light User","4.4"
"711","Light User","4.2"
"1996","Light User","4.2"
"1026","Light User","4.1"
"72","Light User","4.0"
"394","Light User","4.0"
"1860","Light User","3.8"
"772","Light User","3.8"
"66","Light User","3.7"
"1646","Light User","3.6"
"489","Light User","3.5"
"1802","Light User","3.4"
"968","Light User","3.4"
"720","Light User","3.2"
"1417","Light User","3.0"
"1525","Light User","2.9"
"1462","Light User","2.9"
"617","Light User","2.8"
"895","Light User","2.6"
"1626","Light User","2.4"
"746","Light User","1.9"
